image_name,diagnostic
normal_1.jpg,normal
normal_2.jpg,normal
normal_3.jpg,normal
normal_4.jpg,normal
normal_5.jpg,normal
normal_6.jpg,normal
normal_7.jpg,normal
normal_8.jpg,normal
normal_9.jpg,normal
normal_10.jpg,normal
normal_11.jpg,normal
normal_12.jpg,normal
normal_13.jpg,normal
normal_14.jpg,normal
normal_15.jpg,normal
normal_16.jpg,normal
normal_17.jpg,normal
normal_18.jpg,normal
normal_19.jpg,normal
normal_20.jpg,normal
normal_21.jpg,normal
normal_22.jpg,normal
normal_23.jpg,normal
normal_24.jpg,normal
normal_25.jpg,normal
normal_26.jpg,normal
normal_27.jpg,normal
normal_28.jpg,normal
normal_29.jpg,normal
normal_30.jpg,normal
normal_31.jpg,normal
normal_32.jpg,normal
normal_33.jpg,normal
normal_34.jpg,normal
normal_35.jpg,normal
normal_36.jpg,normal
normal_37.jpg,normal
normal_38.jpg,normal
normal_39.jpg,normal
normal_40.jpg,normal
normal_41.jpg,normal
normal_42.jpg,normal
normal_43.jpg,normal
normal_44.jpg,normal
normal_45.jpg,normal
normal_46.jpg,normal
normal_47.jpg,normal
normal_48.jpg,normal
normal_49.jpg,normal
normal_50.jpg,normal
normal_51.jpg,normal
normal_52.jpg,normal
normal_53.jpg,normal
normal_54.jpg,normal
normal_55.jpg,normal
normal_56.jpg,normal
normal_57.jpg,normal
normal_58.jpg,normal
normal_59.jpg,normal
normal_60.jpg,normal
normal_61.jpg,normal
normal_62.jpg,normal
normal_63.jpg,normal
normal_64.jpg,normal
normal_65.jpg,normal
normal_66.jpg,normal
normal_67.jpg,normal
normal_68.jpg,normal
normal_69.jpg,normal
normal_70.jpg,normal
normal_71.jpg,normal
normal_72.jpg,normal
tamponade_1.jpg,cardiac_tamponade
tamponade_2.jpg,cardiac_tamponade
tamponade_3.jpg,cardiac_tamponade
tamponade_4.jpg,cardiac_tamponade
tamponade_5.jpg,cardiac_tamponade
tamponade_6.jpg,cardiac_tamponade
tamponade_7.jpg,cardiac_tamponade
tamponade_8.jpg,cardiac_tamponade
tamponade_9.jpg,cardiac_tamponade
tamponade_10.jpg,cardiac_tamponade
tamponade_11.jpg,cardiac_tamponade
tamponade_12.jpg,cardiac_tamponade
tamponade_13.jpg,cardiac_tamponade
tamponade_14.jpg,cardiac_tamponade
tamponade_15.jpg,cardiac_tamponade
tamponade_16.jpg,cardiac_tamponade
tamponade_17.jpg,cardiac_tamponade
tamponade_18.jpg,cardiac_tamponade
tamponade_19.jpg,cardiac_tamponade
tamponade_20.jpg,cardiac_tamponade
tamponade_21.jpg,cardiac_tamponade
tamponade_22.jpg,cardiac_tamponade
tamponade_23.jpg,cardiac_tamponade
tamponade_24.jpg,cardiac_tamponade
tamponade_25.jpg,cardiac_tamponade
tamponade_26.jpg,cardiac_tamponade
tamponade_27.jpg,cardiac_tamponade
tamponade_28.jpg,cardiac_tamponade
tamponade_29.jpg,cardiac_tamponade
tamponade_30.jpg,cardiac_tamponade
tamponade_31.jpg,cardiac_tamponade
tamponade_32.jpg,cardiac_tamponade
tamponade_33.jpg,cardiac_tamponade
tamponade_34.jpg,cardiac_tamponade
tamponade_35.jpg,cardiac_tamponade
tamponade_36.jpg,cardiac_tamponade
tamponade_37.jpg,cardiac_tamponade
tamponade_38.jpg,cardiac_tamponade
tamponade_39.jpg,cardiac_tamponade
tamponade_40.jpg,cardiac_tamponade
tamponade_41.jpg,cardiac_tamponade
tamponade_42.jpg,cardiac_tamponade
tamponade_43.jpg,cardiac_tamponade
tamponade_44.jpg,cardiac_tamponade
tamponade_45.jpg,cardiac_tamponade
tamponade_46.jpg,cardiac_tamponade
tamponade_47.jpg,cardiac_tamponade
tamponade_48.jpg,cardiac_tamponade
tamponade_49.jpg,cardiac_tamponade
tamponade_50.jpg,cardiac_tamponade
tamponade_51.jpg,cardiac_tamponade
tamponade_52.jpg,cardiac_tamponade
tamponade_53.jpg,cardiac_tamponade
tamponade_54.jpg,cardiac_tamponade
tamponade_55.jpg,cardiac_tamponade
tamponade_56.jpg,cardiac_tamponade
tamponade_57.jpg,cardiac_tamponade
tamponade_58.jpg,cardiac_tamponade
tamponade_59.jpg,cardiac_tamponade
tamponade_60.jpg,cardiac_tamponade
tamponade_61.jpg,cardiac_tamponade
tamponade_62.jpg,cardiac_tamponade
tamponade_63.jpg,cardiac_tamponade
tamponade_64.jpg,cardiac_tamponade
tamponade_65.jpg,cardiac_tamponade
tamponade_66.jpg,cardiac_tamponade
tamponade_67.jpg,cardiac_tamponade
tamponade_68.jpg,cardiac_tamponade
tamponade_69.jpg,cardiac_tamponade
tamponade_70.jpg,cardiac_tamponade
tamponade_71.jpg,cardiac_tamponade
tamponade_72.jpg,cardiac_tamponade
tamponade_73.jpg,cardiac_tamponade
tamponade_74.jpg,cardiac_tamponade
tamponade_75.jpg,cardiac_tamponade
tamponade_76.jpg,cardiac_tamponade
tamponade_77.jpg,cardiac_tamponade
tamponade_78.jpg,cardiac_tamponade
tamponade_79.jpg,cardiac_tamponade
tamponade_80.jpg,cardiac_tamponade
tamponade_81.jpg,cardiac_tamponade
tamponade_82.jpg,cardiac_tamponade
tamponade_83.jpg,cardiac_tamponade
